lon,lat,elevation,slope,rainfall_3day,distance_river,clay_percent,land_cover,population,flooded
34.934894826495515,-0.2753641026423578,1139,0.9274206281296139,112.00077390670776,1195.969892754412,41.0,30,1.2805898189544678,1
34.888793238006336,-0.2769793663252874,1136,0.4637407762827877,112.4322338104248,498.3207641513395,42.6,30,1.2631645202636719,1
35.20101992767514,-0.24518074374548915,1595,6.5299609633787705,129.68730449676514,1127.5725586409064,46.8,10,2.174440860748291,0
34.97075686397164,-0.2896260482078563,1182,1.4661886722813946,101.53885078430176,1409.46320400268,39.2,30,3.3786091804504395,0
35.19423843275622,-0.09115714406284361,1346,1.4661734983345276,119.70459175109863,1720.4787402647917,39.5,10,2.8619229793548584,0
35.101368119999435,-0.14148295199755062,1220,2.3174652705376717,114.65100383758545,1832.3108120920356,36.2,30,2.2187867164611816,0
35.00397807869675,0.043643343412773525,1906,10.457339202132918,108.59018850326538,140.94717954565462,32.8,10,2.765298366546631,0
35.34191806949569,-0.07021779756985157,2169,13.850856909604108,115.12260723114014,1904.0910750974135,40.4,10,0.2302144467830658,0
34.92099769008387,-0.23344779591722228,1141,1.3114466091071686,93.33990859985352,1096.307513457105,47.2,10,1.9341301918029785,0
34.97509950060983,-0.3157346042323961,1221,3.107857022612518,112.09769630432129,1096.3037949137035,35.1,20,3.6607160568237305,0
34.94249082881162,-0.10635692959954572,1168,0.9274115311825715,99.18256187438965,1127.5766049364452,37.6,30,3.4254770278930664,0
34.96392070880902,-0.2825951928687094,1167,2.3633335746070347,101.53885078430176,1720.4696062458136,41.6,40,6.392902851104736,0
34.981687435764044,-0.37977012533358767,1620,3.733543357555675,128.00864696502686,2475.5937860945605,44.7,10,10.669886589050293,0
34.99921854687989,-0.2733657372613093,1185,0.4637406249740085,101.53885078430176,563.7856696032634,38.9,20,3.4177098274230957,0
35.098803799022726,-0.0833330546558202,1224,0.655806834815504,107.6114559173584,2092.958012290485,36.6,30,0.2412233203649521,0
35.34246395276262,0.05846143723258379,2193,9.689287147423146,152.49081325531006,1556.8122528503557,44.0,20,0.002166873076930642,0
35.12587534204742,-0.10887783270736065,1223,1.0368546961391203,114.65100383758545,359.3459444776022,39.7,40,1.6100059747695923,0
34.99185381650909,0.08144984856430215,2034,2.930426289720884,146.29144191741943,4223.71308063178,36.3,10,0.16415244340896606,0
35.20995166648329,-0.2914876378372321,1986,6.006600537094441,140.4625997543335,1740.5584886866231,41.0,10,4.675353050231934,0
34.88969083758599,-0.3966788994523378,1420,3.5273303758784302,115.70798301696777,199.32711023591347,47.4,30,4.413407325744629,0
34.885076579639396,-0.058068645629013795,1176,0.9274099368611016,93.84386920928955,704.7357937997049,36.5,30,0.25233957171440125,0
35.2259497121427,-0.06391919987797433,1482,14.259992701606153,124.45808410644531,222.85701475034952,44.3,10,2.0011372566223145,0
35.303749628711344,0.013466011719383669,1667,6.0065892756128925,120.95885181427002,704.7359670139768,44.3,20,5.924700736999512,0
34.80733404772669,-0.027951280303404397,1203,1.9667327052541481,115.11287212371826,281.8943729484503,38.2,10,9.429576873779297,0
35.38930296946552,0.02543674214480939,1905,6.861088056139017,100.90661716461182,1026.1110565580243,39.7,20,7.889679431915283,0
34.89430014279573,-0.046982541080980385,1193,1.390963555813711,111.56751441955566,1040.5300322657079,35.8,30,0.23056283593177795,0
34.72854418296923,-0.3611104641185354,1168,2.3633078215021737,103.94532775878906,1550.404113146795,39.9,30,4.453219413757324,0
35.03360220992429,-0.18135855321443206,1191,2.073029789463509,93.87169170379639,498.3223809066777,32.2,10,1.486742615699768,0
35.059358037851936,-0.2837351840149267,1259,1.3114492155277362,116.11215019226074,199.32824686932858,34.3,10,1.9162368774414062,0
35.01023543121259,-0.09466108508649584,1189,0.9274112003005301,98.31086540222168,1550.4181366449181,34.7,30,7.614200115203857,0
34.954573043582805,-0.10654635005789503,1168,2.317466718455243,107.48606014251709,1837.7250287379773,36.2,20,4.864474773406982,0
34.87866182506359,-0.037150534357645995,1211,3.73354211272672,111.56751441955566,2897.1417614162738,37.9,40,0.2963367700576782,0
35.196008850691,-0.008343834148136223,1366,1.3909630959570312,118.15802955627441,359.3462447734949,39.8,30,0.9404902458190918,0
35.06159718909037,-0.2664648140531986,1316,3.7048317233904027,116.11215019226074,1166.5395168342723,36.1,10,0.77488112449646,0
35.182628744882784,-0.17426894963245274,1299,0.655808013569287,129.8203649520874,1096.3094535616985,36.1,30,2.2135283946990967,0
34.9070590493609,-0.11257843532395381,1154,1.0368535973114397,99.18256187438965,697.6523621112273,34.1,30,3.353053331375122,0
35.01347694682259,-0.1836305566015198,1171,0.6558081725015605,93.87169170379639,199.32894256416955,37.6,30,1.7781115770339966,0
34.89572547589831,0.04273514886439543,1716,4.982098111777594,131.36324834823608,704.7358977282731,40.3,20,6.111566066741943,0
34.92299067077513,0.014852915477852066,1797,7.393099220757252,138.7496542930603,1268.5247406251583,40.4,10,4.678893566131592,0
35.231380564881526,-0.3185088654444264,1998,3.372266762318623,132.63745498657227,2587.427191382035,38.9,10,10.144111633300781,0
34.77083189229789,-0.058774572291302354,1226,6.197514832800173,96.55889749526978,2648.1566893902827,36.7,10,21.976516723632812,0
34.89517037861161,-0.11511007372038329,1150,0.6558071535093122,82.33929634094238,996.646182595032,36.5,30,1.7669094800949097,0
35.396576387678216,-0.05794313529687992,2311,16.763283856323973,145.5918083190918,1634.6224824577237,39.4,10,0.188381165266037,0
